object,index,x,y,z
bed1,773,6.896,2.204,0.000
bed1,774,6.982,2.224,0.000
bed1,775,7.107,2.217,0.000
bed1,776,7.214,2.219,0.000
bed1,777,7.394,2.228,0.000
bed1,778,7.615,2.258,0.000
bed1,779,7.701,2.251,0.000
bed1,780,7.786,2.262,0.000
bed1,781,7.889,2.263,0.000
bed1,782,8.088,2.277,0.000
bed1,783,8.204,2.279,0.000
bed1,784,8.300,2.289,0.000
bed1,785,8.396,2.294,0.000
bed1,786,8.508,2.279,0.000
bed1,787,8.607,2.292,0.000
bed1,788,8.900,2.294,0.000
bed1,789,8.987,2.316,0.000
bed1,790,9.101,2.306,0.000
bed1,791,9.204,2.305,0.000
bed1,792,9.388,2.323,0.000
bed1,793,9.500,2.315,0.000
bed1,794,9.606,2.318,0.000
bed1,795,9.696,2.312,0.000
bed1,796,9.815,2.332,0.000
bed1,797,9.890,2.307,0.000
bed1,798,9.997,2.318,0.000
bed1,799,10.126,2.307,0.000
bed1,800,10.394,2.305,0.000
bed1,801,10.494,2.300,0.000
bed1,802,10.601,2.316,0.000
bed1,803,10.710,2.295,0.000
bed1,804,10.812,2.304,0.000
bed1,805,10.901,2.301,0.000
bed1,806,11.100,2.282,0.000
bed1,807,11.191,2.275,0.000
bed1,808,11.405,2.271,0.000
bed1,809,11.496,2.259,0.000
bed1,810,11.604,2.271,0.000
bed1,811,11.693,2.259,0.000
bed1,812,12.008,2.239,0.000
bed1,813,12.105,2.218,0.000
bed1,814,12.194,2.227,0.000
bed1,815,12.403,2.214,0.000
bed1,816,12.510,2.199,0.000
bed1,817,12.601,2.167,0.000
bed1,818,12.702,2.175,0.000
bed1,819,12.903,2.157,0.000
bed1,820,13.011,2.140,0.000
bed1,821,13.086,2.146,0.000
bed1,822,13.206,2.125,0.000
bed1,823,13.307,2.124,0.000
bed1,824,13.495,2.118,0.000
bed1,825,13.599,2.079,0.000
bed1,826,13.807,2.061,0.000
bed1,827,13.999,2.042,0.000
bed1,828,14.103,2.026,0.000
bed1,829,14.201,2.033,0.000
bed1,830,14.294,2.007,0.000
bed1,831,14.385,2.009,0.000
bed1,832,14.503,1.985,0.000
bed1,833,14.604,1.973,0.000
bed1,834,14.700,1.963,0.000
bed1,835,14.803,1.958,0.000
bed1,836,14.907,1.932,0.000
bed1,837,14.995,1.940,0.000
bed1,838,15.212,1.905,0.000
bed1,839,15.610,1.862,0.000
bed1,840,15.687,1.866,0.000
bed1,841,15.803,1.851,0.000
bed1,842,15.901,1.827,0.000
bed1,843,16.014,1.813,0.000
bed1,844,16.204,1.790,0.000
bed1,845,16.292,1.783,0.000
bed1,846,16.388,1.768,0.000
bed1,847,16.502,1.754,0.000
bed1,848,16.706,1.760,0.000
bed1,849,16.808,1.713,0.000
bed1,850,16.906,1.694,0.000
bed1,851,17.099,1.688,0.000
bed1,852,17.298,1.674,0.000
bed1,853,17.396,1.670,0.000
bed1,854,17.509,1.659,0.000
bed1,855,17.607,1.654,0.000
bed1,856,17.707,1.646,0.000
bed1,857,18.697,1.587,0.000
bed1,858,18.792,1.581,0.000
bed1,859,18.898,1.580,0.000
bed1,860,19.089,1.563,0.000
bed1,861,19.406,1.572,0.000
bed1,862,19.493,1.555,0.000
bed1,863,19.624,1.552,0.000
bed1,864,19.712,1.555,0.000
bed1,865,19.887,1.549,0.000
bed1,866,20.413,1.538,0.000
bed1,867,20.597,1.547,0.000
bed1,868,21.001,1.548,0.000
bed1,869,21.107,1.549,0.000
bed1,870,21.291,1.560,0.000
bed1,871,21.400,1.558,0.000
bed1,872,21.490,1.568,0.000
bed1,873,21.606,1.566,0.000
bed1,874,21.808,1.574,0.000
bed1,875,21.906,1.575,0.000
bed1,876,22.007,1.591,0.000
bed1,877,22.094,1.581,0.000
bed1,878,22.202,1.613,0.000
bed1,879,22.294,1.611,0.000
bed1,880,22.406,1.593,0.000
bed1,881,22.492,1.599,0.000
bed1,882,22.593,1.626,0.000
bed1,883,22.795,1.627,0.000
bed1,884,23.098,1.645,0.000
bed1,885,23.196,1.656,0.000
bed1,886,23.299,1.656,0.000
bed1,887,23.604,1.696,0.000
bed1,888,23.706,1.691,0.000
bed1,889,23.793,1.686,0.000
bed1,890,23.905,1.711,0.000
bed1,891,24.004,1.703,0.000
bed1,892,24.103,1.718,0.000
bed1,893,24.202,1.728,0.000
bed1,894,24.500,1.743,0.000
bed1,895,24.604,1.754,0.000
bed1,896,24.699,1.742,0.000
bed1,897,24.804,1.757,0.000
bed1,898,24.905,1.777,0.000
bed1,899,24.994,1.763,0.000
bed1,900,25.099,1.780,0.000
bed1,901,25.422,1.817,0.000
bed1,902,25.497,1.816,0.000
bed1,903,25.601,1.834,0.000
bed1,904,25.698,1.825,0.000
bed1,905,25.794,1.824,0.000
bed1,906,25.914,1.844,0.000
bed1,907,26.009,1.827,0.000
bed1,908,26.097,1.847,0.000
bed1,909,26.204,1.848,0.000
bed1,910,26.301,1.849,0.000
bed1,911,26.403,1.839,0.000
bed1,912,26.504,1.852,0.000
bed1,913,26.609,1.882,0.000
bed1,914,26.694,1.871,0.000
bed1,915,26.795,1.867,0.000
bed1,916,26.896,1.903,0.000
bed1,917,26.986,1.868,0.000
bed1,918,27.208,1.904,0.000
bed1,919,27.401,1.886,0.000
bed1,920,27.506,1.922,0.000
bed1,921,27.586,1.925,0.000
bed1,922,28.103,1.925,0.000
bed1,923,28.193,1.920,0.000
bed1,924,28.495,1.928,0.000
bed1,925,28.600,1.933,0.000
bed1,926,28.803,1.927,0.000
bed1,927,28.895,1.914,0.000
bed1,928,29.010,1.927,0.000
bed1,929,29.115,1.932,0.000
bed1,930,29.188,1.936,0.000
bed1,931,29.312,1.932,0.000
bed1,932,29.411,1.938,0.000
bed1,933,29.518,1.929,0.000
bed1,934,29.691,1.929,0.000
bed1,935,29.802,1.923,0.000
bed1,936,0.013,2.356,0.000
bed1,937,0.099,2.374,0.000
bed1,938,0.207,2.358,0.000
bed1,939,0.507,2.363,0.000
bed1,940,0.588,2.366,0.000
bed1,941,0.900,2.347,0.000
bed1,942,1.095,2.364,0.000
bed1,943,1.201,2.359,0.000
bed1,944,1.302,2.355,0.000
bed1,945,1.383,2.347,0.000
bed1,946,1.800,2.359,0.000
bed1,947,1.894,2.362,0.000
bed1,948,2.013,2.364,0.000
bed1,949,2.095,2.372,0.000
bed1,950,2.209,2.373,0.000
bed1,951,2.390,2.380,0.000
bed1,952,2.700,2.387,0.000
bed1,953,3.393,2.411,0.000
bed1,954,3.502,2.415,0.000
bed1,955,3.798,2.432,0.000
bed1,956,3.918,2.440,0.000
bed1,957,4.018,2.467,0.000
bed1,958,4.106,2.450,0.000
bed1,959,4.201,2.452,0.000
bed1,960,4.592,2.481,0.000
bed1,961,4.911,2.501,0.000
bed1,962,5.004,2.507,0.000
bed1,963,5.292,2.534,0.000
bed1,964,5.422,2.519,0.000
bed1,965,5.598,2.562,0.000
bed1,966,5.698,2.557,0.000
bed1,967,5.795,2.558,0.000
bed1,968,5.891,2.554,0.000
bed1,969,6.003,2.576,0.000
bed1,970,6.101,2.581,0.000
bed1,971,6.201,2.599,0.000
bed1,972,6.298,2.585,0.000
bed1,973,6.403,2.605,0.000
bed1,974,6.588,2.614,0.000
bed1,975,6.991,2.643,0.000
bed1,976,7.200,2.660,0.000
bed1,977,7.288,2.657,0.000
bed1,978,7.618,2.684,0.000
bed1,979,7.705,2.686,0.000
bed1,980,7.794,2.683,0.000
bed1,981,7.909,2.698,0.000
bed1,982,8.101,2.693,0.000
bed1,983,8.210,2.702,0.000
bed1,984,8.294,2.709,0.000
bed1,985,8.393,2.702,0.000
bed1,986,8.809,2.733,0.000
bed1,987,8.892,2.720,0.000
bed1,988,9.103,2.736,0.000
bed1,989,9.200,2.737,0.000
bed1,990,9.294,2.723,0.000
bed1,991,9.403,2.737,0.000
bed1,992,9.505,2.738,0.000
bed1,993,9.597,2.738,0.000
bed1,994,9.698,2.759,0.000
bed1,995,9.807,2.742,0.000
bed1,996,9.898,2.755,0.000
bed1,997,9.998,2.737,0.000
bed1,998,10.194,2.745,0.000
bed1,999,10.300,2.726,0.000
bed1,1000,10.401,2.735,0.000
bed1,1001,10.609,2.729,0.000
bed1,1002,10.701,2.715,0.000
bed1,1003,10.997,2.726,0.000
bed1,1004,11.093,2.711,0.000
bed1,1005,11.296,2.703,0.000
bed1,1006,11.393,2.712,0.000
bed1,1007,11.515,2.696,0.000
bed1,1008,11.610,2.684,0.000
bed1,1009,11.700,2.682,0.000
bed1,1010,11.908,2.672,0.000
bed1,1011,12.000,2.666,0.000
bed1,1012,12.105,2.658,0.000
bed1,1013,12.200,2.666,0.000
bed1,1014,12.295,2.635,0.000
bed1,1015,12.392,2.651,0.000
bed1,1016,12.504,2.626,0.000
bed1,1017,12.790,2.597,0.000
bed1,1018,13.199,2.570,0.000
bed1,1019,13.394,2.534,0.000
bed1,1020,13.494,2.523,0.000
bed1,1021,13.606,2.518,0.000
bed1,1022,13.694,2.494,0.000
bed1,1023,14.204,2.448,0.000
bed1,1024,14.298,2.429,0.000
bed1,1025,14.602,2.408,0.000
bed1,1026,14.697,2.384,0.000
bed1,1027,14.797,2.370,0.000
bed1,1028,15.019,2.357,0.000
bed1,1029,15.099,2.340,0.000
bed1,1030,15.283,2.320,0.000
bed1,1031,15.697,2.282,0.000
bed1,1032,15.801,2.255,0.000
bed1,1033,16.087,2.237,0.000
bed1,1034,16.495,2.185,0.000
bed1,1035,16.697,2.183,0.000
bed1,1036,16.802,2.148,0.000
bed1,1037,16.892,2.152,0.000
bed1,1038,17.003,2.139,0.000
bed1,1039,17.306,2.115,0.000
bed1,1040,17.414,2.101,0.000
bed1,1041,17.719,2.081,0.000
bed1,1042,17.882,2.070,0.000
bed1,1043,18.110,2.043,0.000
bed1,1044,18.195,2.039,0.000
bed1,1045,18.306,2.031,0.000
bed1,1046,18.395,2.011,0.000
bed1,1047,18.506,2.019,0.000
bed1,1048,18.596,2.021,0.000
bed1,1049,19.102,2.000,0.000
bed1,1050,19.205,2.001,0.000
bed1,1051,19.398,1.974,0.000
bed1,1052,19.505,1.993,0.000
bed1,1053,20.002,1.966,0.000
bed1,1054,20.097,1.980,0.000
bed1,1055,20.186,1.970,0.000
bed1,1056,20.302,1.961,0.000
bed1,1057,20.403,1.971,0.000
bed1,1058,20.600,1.968,0.000
bed1,1059,20.686,1.961,0.000
bed1,1060,20.902,1.986,0.000
bed1,1061,20.999,1.980,0.000
bed1,1062,21.110,1.987,0.000
bed1,1063,21.199,1.981,0.000
bed1,1064,21.304,1.969,0.000
bed1,1065,21.409,1.995,0.000
bed1,1066,21.504,1.991,0.000
bed1,1067,21.600,2.014,0.000
bed1,1068,21.704,2.002,0.000
bed1,1069,21.827,2.018,0.000
bed1,1070,21.899,2.001,0.000
bed1,1071,22.204,2.034,0.000
bed1,1072,22.305,2.042,0.000
bed1,1073,22.404,2.024,0.000
bed1,1074,22.593,2.066,0.000
bed1,1075,24.194,2.150,0.000
bed1,1076,24.294,2.154,0.000
bed1,1077,24.390,2.171,0.000
bed1,1078,25.197,2.223,0.000
bed1,1079,25.503,2.238,0.000
bed1,1080,25.597,2.235,0.000
bed1,1081,25.706,2.246,0.000
bed1,1082,25.809,2.269,0.000
bed1,1083,25.899,2.258,0.000
bed1,1084,26.011,2.279,0.000
bed1,1085,26.108,2.255,0.000
bed1,1086,26.205,2.275,0.000
bed1,1087,26.298,2.290,0.000
bed1,1088,26.601,2.292,0.000
bed1,1089,26.697,2.301,0.000
bed1,1090,27.201,2.319,0.000
bed1,1091,27.300,2.320,0.000
bed1,1092,27.800,2.336,0.000
bed1,1093,27.903,2.346,0.000
bed1,1094,28.306,2.346,0.000
bed1,1095,28.389,2.354,0.000
bed1,1096,28.497,2.360,0.000
bed1,1097,28.591,2.333,0.000
bed1,1098,28.701,2.366,0.000
bed1,1099,28.793,2.354,0.000
bed1,1100,28.904,2.352,0.000
bed1,1101,29.100,2.347,0.000
bed1,1102,29.290,2.348,0.000
bed1,1103,29.395,2.378,0.000
bed1,1104,29.504,2.362,0.000
bed1,1105,29.601,2.344,0.000
bed1,1106,29.915,2.348,0.000
bed1,1107,0.102,2.779,0.000
bed1,1108,0.191,2.793,0.000
bed1,1109,0.294,2.797,0.000
bed1,1110,0.401,2.796,0.000
bed1,1111,0.485,2.783,0.000
bed1,1112,0.609,2.797,0.000
bed1,1113,0.691,2.766,0.000
bed1,1114,0.790,2.796,0.000
bed1,1115,0.903,2.796,0.000
bed1,1116,1.411,2.791,0.000
bed1,1117,1.501,2.782,0.000
bed1,1118,1.702,2.798,0.000
bed1,1119,1.801,2.812,0.000
bed1,1120,1.905,2.803,0.000
bed1,1121,1.991,2.806,0.000
bed1,1122,2.097,2.800,0.000
bed1,1123,2.404,2.819,0.000
bed1,1124,2.497,2.810,0.000
bed1,1125,2.715,2.802,0.000
bed1,1126,2.800,2.805,0.000
bed1,1127,2.898,2.817,0.000
bed1,1128,2.999,2.835,0.000
bed1,1129,3.194,2.823,0.000
bed1,1130,3.296,2.839,0.000
bed1,1131,3.494,2.846,0.000
bed1,1132,3.602,2.851,0.000
bed1,1133,3.696,2.863,0.000
bed1,1134,3.817,2.863,0.000
bed1,1135,3.909,2.861,0.000
bed1,1136,4.122,2.888,0.000
bed1,1137,4.217,2.886,0.000
bed1,1138,4.300,2.890,0.000
bed1,1139,4.489,2.893,0.000
bed1,1140,4.698,2.912,0.000
bed1,1141,4.995,2.938,0.000
bed1,1142,5.100,2.947,0.000
bed1,1143,5.294,2.952,0.000
bed1,1144,5.393,2.957,0.000
bed1,1145,5.598,2.967,0.000
bed1,1146,5.718,2.982,0.000
bed1,1147,5.807,2.989,0.000
bed1,1148,5.992,3.007,0.000
bed1,1149,6.181,3.019,0.000
bed1,1150,6.283,3.027,0.000
bed1,1151,6.398,3.038,0.000
bed1,1152,6.598,3.041,0.000
bed1,1153,6.705,3.071,0.000
bed1,1154,6.796,3.066,0.000
bed1,1155,6.903,3.061,0.000
bed1,1156,6.989,3.088,0.000
bed1,1157,7.193,3.082,0.000
bed1,1158,7.277,3.078,0.000
bed1,1159,7.401,3.096,0.000
bed1,1160,7.691,3.107,0.000
bed1,1161,7.802,3.117,0.000
bed1,1162,7.907,3.132,0.000
bed1,1163,7.997,3.131,0.000
bed1,1164,8.095,3.123,0.000
bed1,1165,8.285,3.156,0.000
bed1,1166,8.389,3.130,0.000
bed1,1167,8.507,3.148,0.000
bed1,1168,8.609,3.149,0.000
bed1,1169,8.808,3.152,0.000
bed1,1170,8.907,3.153,0.000
bed1,1171,8.984,3.156,0.000
bed1,1172,9.103,3.163,0.000
bed1,1173,9.288,3.156,0.000
bed1,1174,9.397,3.156,0.000
bed1,1175,9.499,3.162,0.000
bed1,1176,9.699,3.159,0.000
bed1,1177,9.891,3.166,0.000
bed1,1178,10.099,3.172,0.000
bed1,1179,10.204,3.161,0.000
bed1,1180,10.299,3.170,0.000
bed1,1181,10.512,3.159,0.000
bed1,1182,10.906,3.146,0.000
bed1,1183,11.115,3.134,0.000
bed1,1184,11.199,3.133,0.000
bed1,1185,11.400,3.121,0.000
bed1,1186,11.489,3.114,0.000
bed1,1187,11.609,3.116,0.000
bed1,1188,11.700,3.109,0.000
bed1,1189,11.897,3.103,0.000
bed1,1190,12.112,3.077,0.000
bed1,1191,12.199,3.057,0.000
bed1,1192,12.407,3.062,0.000
bed1,1193,12.491,3.052,0.000
bed1,1194,12.682,3.043,0.000
bed1,1195,12.795,3.020,0.000
bed1,1196,12.906,3.021,0.000
bed1,1197,13.203,2.992,0.000
bed1,1198,13.391,2.969,0.000
bed1,1199,13.495,2.949,0.000
bed1,1200,13.605,2.933,0.000
bed1,1201,13.703,2.926,0.000
bed1,1202,14.017,2.911,0.000
bed1,1203,14.109,2.892,0.000
bed1,1204,14.196,2.880,0.000
bed1,1205,14.397,2.848,0.000
bed1,1206,14.503,2.838,0.000
bed1,1207,14.594,2.830,0.000
bed1,1208,14.796,2.817,0.000
bed1,1209,15.114,2.768,0.000
bed1,1210,15.275,2.755,0.000
bed1,1211,15.481,2.711,0.000
bed1,1212,15.594,2.705,0.000
bed1,1213,15.893,2.679,0.000
bed1,1214,15.987,2.661,0.000
bed1,1215,16.098,2.662,0.000
bed1,1216,16.297,2.623,0.000
bed1,1217,16.394,2.615,0.000
bed1,1218,16.586,2.614,0.000
bed1,1219,16.800,2.590,0.000
bed1,1220,16.907,2.568,0.000
bed1,1221,16.993,2.581,0.000
bed1,1222,18.404,2.446,0.000
bed1,1223,18.596,2.433,0.000
bed1,1224,18.699,2.435,0.000
bed1,1225,18.794,2.422,0.000
bed1,1226,19.284,2.419,0.000
bed1,1227,19.489,2.416,0.000
bed1,1228,19.598,2.404,0.000
bed1,1229,20.297,2.385,0.000
bed1,1230,20.404,2.396,0.000
bed1,1231,20.696,2.404,0.000
bed1,1232,20.907,2.421,0.000
bed1,1233,21.201,2.405,0.000
bed1,1234,21.299,2.413,0.000
bed1,1235,21.413,2.431,0.000
bed1,1236,22.321,2.462,0.000
bed1,1237,22.379,2.465,0.000
bed1,1238,22.604,2.472,0.000
bed1,1239,22.679,2.481,0.000
bed1,1240,22.812,2.492,0.000
bed1,1241,22.896,2.491,0.000
bed1,1242,24.105,2.587,0.000
bed1,1243,24.402,2.598,0.000
bed1,1244,24.515,2.588,0.000
bed1,1245,24.587,2.601,0.000
bed1,1246,24.698,2.620,0.000
bed1,1247,24.802,2.625,0.000
bed1,1248,24.892,2.616,0.000
bed1,1249,25.301,2.649,0.000
bed1,1250,25.398,2.653,0.000
bed1,1251,25.496,2.663,0.000
bed1,1252,25.701,2.670,0.000
bed1,1253,25.807,2.680,0.000
bed1,1254,25.904,2.681,0.000
bed1,1255,26.002,2.697,0.000
bed1,1256,26.097,2.721,0.000
bed1,1257,26.295,2.689,0.000
bed1,1258,26.591,2.721,0.000
bed1,1259,26.709,2.705,0.000
bed1,1260,26.986,2.745,0.000
bed1,1261,27.409,2.754,0.000
bed1,1262,27.604,2.772,0.000
bed1,1263,27.788,2.755,0.000
bed1,1264,27.904,2.772,0.000
bed1,1265,28.103,2.775,0.000
bed1,1266,28.195,2.782,0.000
bed1,1267,28.299,2.779,0.000
bed1,1268,28.598,2.781,0.000
bed1,1269,29.204,2.776,0.000
bed1,1270,29.390,2.784,0.000
bed1,1271,29.611,2.775,0.000
bed1,1272,29.696,2.777,0.000
bed1,1273,29.817,2.775,0.000
bed2,0,-0.004,3.213,0.000
bed2,1,0.155,3.216,0.000
bed2,2,0.413,3.204,0.000
bed2,3,0.581,3.223,0.000
bed2,4,0.690,3.218,0.000
bed2,5,1.119,3.228,0.000
bed2,6,1.391,3.239,0.000
bed2,7,1.550,3.215,0.000
bed2,8,1.690,3.242,0.000
bed2,9,1.954,3.230,0.000
bed2,10,2.106,3.235,0.000
bed2,11,2.381,3.242,0.000
bed2,12,2.656,3.240,0.000
bed2,13,3.083,3.263,0.000
bed2,14,3.349,3.287,0.000
bed2,15,3.660,3.293,0.000
bed2,16,3.765,3.307,0.000
bed2,17,4.200,3.300,0.000
bed2,18,4.484,3.336,0.000
bed2,19,4.608,3.333,0.000
bed2,20,4.754,3.360,0.000
bed2,21,4.893,3.355,0.000
bed2,22,5.046,3.367,0.000
bed2,23,5.324,3.400,0.000
bed2,24,5.450,3.410,0.000
bed2,25,5.749,3.416,0.000
bed2,26,6.025,3.431,0.000
bed2,27,6.320,3.432,0.000
bed2,28,6.438,3.467,0.000
bed2,29,6.722,3.474,0.000
bed2,30,6.873,3.494,0.000
bed2,31,7.013,3.500,0.000
bed2,32,7.436,3.532,0.000
bed2,33,7.558,3.535,0.000
bed2,34,7.700,3.546,0.000
bed2,35,7.841,3.553,0.000
bed2,36,8.393,3.579,0.000
bed2,37,8.826,3.615,0.000
bed2,38,8.960,3.587,0.000
bed2,39,9.112,3.594,0.000
bed2,40,9.373,3.596,0.000
bed2,41,9.526,3.606,0.000
bed2,42,9.659,3.594,0.000
bed2,43,9.799,3.605,0.000
bed2,44,10.079,3.603,0.000
bed2,45,10.214,3.596,0.000
bed2,46,10.495,3.583,0.000
bed2,47,10.917,3.582,0.000
bed2,48,11.055,3.590,0.000
bed2,49,11.201,3.565,0.000
bed2,50,11.354,3.563,0.000
bed2,51,11.614,3.545,0.000
bed2,52,11.899,3.529,0.000
bed2,53,12.032,3.524,0.000
bed2,54,12.454,3.477,0.000
bed2,55,12.597,3.459,0.000
bed2,56,12.744,3.456,0.000
bed2,57,12.870,3.439,0.000
bed2,58,13.033,3.448,0.000
bed2,59,13.156,3.412,0.000
bed2,60,13.439,3.392,0.000
bed2,61,13.866,3.344,0.000
bed2,62,14.000,3.345,0.000
bed2,63,14.281,3.299,0.000
bed2,64,14.843,3.234,0.000
bed2,65,14.975,3.222,0.000
bed2,66,15.132,3.208,0.000
bed2,67,15.400,3.186,0.000
bed2,68,15.820,3.134,0.000
bed2,69,16.098,3.093,0.000
bed2,70,16.228,3.079,0.000
bed2,71,16.377,3.049,0.000
bed2,72,16.525,3.046,0.000
bed2,73,16.798,3.016,0.000
bed2,74,16.929,3.000,0.000
bed2,75,17.209,2.960,0.000
bed2,76,17.363,2.971,0.000
bed2,77,17.783,2.928,0.000
bed2,78,17.918,2.931,0.000
bed2,79,18.057,2.907,0.000
bed2,80,19.735,2.832,0.000
bed2,81,19.886,2.828,0.000
bed2,82,20.033,2.827,0.000
bed2,83,20.445,2.836,0.000
bed2,84,21.563,2.847,0.000
bed2,85,21.708,2.870,0.000
bed2,86,21.986,2.868,0.000
bed2,87,22.125,2.883,0.000
bed2,88,22.262,2.883,0.000
bed2,89,22.403,2.894,0.000
bed2,90,22.668,2.897,0.000
bed2,91,23.518,2.953,0.000
bed2,92,24.371,3.025,0.000
bed2,93,24.518,3.031,0.000
bed2,94,24.644,3.052,0.000
bed2,95,24.784,3.068,0.000
bed2,96,25.057,3.080,0.000
bed2,97,25.181,3.075,0.000
bed2,98,25.350,3.092,0.000
bed2,99,25.766,3.116,0.000
bed2,100,26.032,3.128,0.000
bed2,101,26.174,3.139,0.000
bed2,102,26.469,3.145,0.000
bed2,103,26.738,3.163,0.000
bed2,104,27.024,3.177,0.000
bed2,105,27.423,3.196,0.000
bed2,106,27.722,3.202,0.000
bed2,107,28.420,3.216,0.000
bed2,108,28.555,3.215,0.000
bed2,109,28.698,3.210,0.000
bed2,110,28.835,3.220,0.000
bed2,111,28.980,3.219,0.000
bed2,112,29.115,3.218,0.000
bed2,113,29.255,3.218,0.000
bed2,114,29.543,3.207,0.000
bed2,115,29.682,3.216,0.000
bed2,116,29.832,3.224,0.000
bed2,117,0.136,3.643,0.000
bed2,118,0.273,3.651,0.000
bed2,119,0.427,3.637,0.000
bed2,120,0.545,3.646,0.000
bed2,121,0.698,3.648,0.000
bed2,122,0.849,3.648,0.000
bed2,123,1.269,3.647,0.000
bed2,124,1.406,3.656,0.000
bed2,125,1.543,3.644,0.000
bed2,126,1.820,3.646,0.000
bed2,127,2.085,3.658,0.000
bed2,128,2.235,3.674,0.000
bed2,129,2.520,3.673,0.000
bed2,130,2.655,3.664,0.000
bed2,131,2.799,3.688,0.000
bed2,132,2.943,3.685,0.000
bed2,133,3.081,3.685,0.000
bed2,134,3.223,3.683,0.000
bed2,135,3.363,3.711,0.000
bed2,136,3.492,3.697,0.000
bed2,137,3.633,3.713,0.000
bed2,138,3.780,3.714,0.000
bed2,139,3.926,3.742,0.000
bed2,140,4.059,3.738,0.000
bed2,141,4.195,3.746,0.000
bed2,142,4.461,3.757,0.000
bed2,143,4.615,3.766,0.000
bed2,144,5.184,3.801,0.000
bed2,145,5.739,3.856,0.000
bed2,146,5.877,3.848,0.000
bed2,147,6.026,3.873,0.000
bed2,148,6.157,3.865,0.000
bed2,149,6.305,3.897,0.000
bed2,150,6.435,3.904,0.000
bed2,151,7.432,3.956,0.000
bed2,152,7.705,3.979,0.000
bed2,153,7.836,3.980,0.000
bed2,154,7.985,3.988,0.000
bed2,155,8.121,4.003,0.000
bed2,156,8.256,4.001,0.000
bed2,157,9.786,4.016,0.000
bed2,158,9.938,4.030,0.000
bed2,159,10.490,4.025,0.000
bed2,160,10.913,3.990,0.000
bed2,161,11.060,3.994,0.000
bed2,162,11.223,4.000,0.000
bed2,163,11.354,4.004,0.000
bed2,164,11.615,3.995,0.000
bed2,165,12.303,3.929,0.000
bed2,166,12.736,3.891,0.000
bed2,167,13.016,3.870,0.000
bed2,168,13.154,3.846,0.000
bed2,169,13.300,3.826,0.000
bed2,170,13.442,3.828,0.000
bed2,171,13.867,3.770,0.000
bed2,172,14.271,3.721,0.000
bed2,173,14.411,3.718,0.000
bed2,174,14.695,3.698,0.000
bed2,175,14.854,3.669,0.000
bed2,176,14.979,3.639,0.000
bed2,177,15.248,3.621,0.000
bed2,178,15.538,3.583,0.000
bed2,179,15.952,3.544,0.000
bed2,180,16.384,3.489,0.000
bed2,181,16.654,3.462,0.000
bed2,182,16.805,3.447,0.000
bed2,183,16.922,3.415,0.000
bed2,184,17.072,3.413,0.000
bed2,185,17.222,3.396,0.000
bed2,186,17.358,3.400,0.000
bed2,187,17.503,3.389,0.000
bed2,188,17.644,3.376,0.000
bed2,189,17.785,3.370,0.000
bed2,190,17.921,3.347,0.000
bed2,191,18.068,3.336,0.000
bed2,192,20.031,3.260,0.000
bed2,193,20.150,3.274,0.000
bed2,194,20.312,3.260,0.000
bed2,195,21.981,3.303,0.000
bed2,196,22.262,3.321,0.000
bed2,197,22.535,3.322,0.000
bed2,198,22.670,3.336,0.000
bed2,199,22.825,3.340,0.000
bed2,200,22.965,3.361,0.000
bed2,201,23.249,3.377,0.000
bed2,202,23.539,3.395,0.000
bed2,203,23.663,3.409,0.000
bed2,204,23.809,3.416,0.000
bed2,205,23.932,3.420,0.000
bed2,206,24.074,3.423,0.000
bed2,207,24.210,3.436,0.000
bed2,208,24.357,3.436,0.000
bed2,209,24.490,3.455,0.000
bed2,210,24.784,3.474,0.000
bed2,211,24.920,3.492,0.000
bed2,212,25.060,3.507,0.000
bed2,213,25.198,3.493,0.000
bed2,214,25.617,3.542,0.000
bed2,215,25.895,3.554,0.000
bed2,216,26.029,3.551,0.000
bed2,217,26.185,3.570,0.000
bed2,218,26.453,3.575,0.000
bed2,219,26.737,3.596,0.000
bed2,220,27.034,3.614,0.000
bed2,221,27.155,3.609,0.000
bed2,222,27.291,3.606,0.000
bed2,223,27.577,3.625,0.000
bed2,224,28.005,3.626,0.000
bed2,225,28.128,3.637,0.000
bed2,226,28.261,3.636,0.000
bed2,227,28.423,3.634,0.000
bed2,228,28.560,3.630,0.000
bed2,229,28.683,3.639,0.000
bed2,230,28.981,3.633,0.000
bed2,231,29.134,3.632,0.000
bed2,232,29.405,3.649,0.000
bed2,233,29.541,3.640,0.000
bed2,234,29.807,3.657,0.000
bed2,235,-0.004,4.075,0.000
bed2,236,0.132,4.076,0.000
bed2,237,0.571,4.064,0.000
bed2,238,0.840,4.065,0.000
bed2,239,1.139,4.078,0.000
bed2,240,1.395,4.079,0.000
bed2,241,1.539,4.082,0.000
bed2,242,1.823,4.066,0.000
bed2,243,1.964,4.082,0.000
bed2,244,2.095,4.084,0.000
bed2,245,2.514,4.104,0.000
bed2,246,2.659,4.110,0.000
bed2,247,3.221,4.120,0.000
bed2,248,3.390,4.129,0.000
bed2,249,3.792,4.138,0.000
bed2,250,3.925,4.158,0.000
bed2,251,4.068,4.175,0.000
bed2,252,4.196,4.166,0.000
bed2,253,4.339,4.169,0.000
bed2,254,4.613,4.197,0.000
bed2,255,4.767,4.223,0.000
bed2,256,5.466,4.257,0.000
bed2,257,5.866,4.285,0.000
bed2,258,6.857,4.352,0.000
bed2,259,7.014,4.348,0.000
