object,index,x,y,z
bed1,765,-2.484,198.625,4.287
bed1,766,-2.246,198.721,4.287
bed1,767,-2.124,198.762,4.285
bed1,768,-1.869,198.877,4.292
bed1,769,-1.773,198.934,4.299
bed1,770,-1.648,198.975,4.298
bed1,771,-1.386,199.077,4.300
bed1,772,-1.169,199.174,4.306
bed1,773,-0.911,199.271,4.307
bed1,774,-0.689,199.369,4.313
bed1,775,-0.561,199.434,4.320
bed1,776,-0.442,199.487,4.324
bed1,777,-0.321,199.543,4.329
bed1,778,-0.192,199.603,4.335
bed1,779,-0.084,199.624,4.331
bed1,780,0.038,199.678,4.335
bed1,781,0.152,199.733,4.341
bed1,782,0.282,199.809,4.353
bed1,783,0.406,199.830,4.347
bed1,784,0.767,199.970,4.357
bed1,785,0.881,200.040,4.369
bed1,786,1.014,200.101,4.376
bed1,787,1.113,200.151,4.382
bed1,788,1.247,200.199,4.385
bed1,789,1.358,200.249,4.390
bed1,790,1.482,200.291,4.392
bed1,791,1.600,200.347,4.399
bed1,792,1.698,200.402,4.407
bed1,793,1.838,200.436,4.404
bed1,794,1.954,200.476,4.406
bed1,795,2.083,200.540,4.414
bed1,796,2.194,200.578,4.415
bed1,797,2.318,200.636,4.422
bed1,798,2.434,200.677,4.424
bed1,799,2.662,200.795,4.441
bed1,800,2.928,200.888,4.445
bed1,801,3.041,200.931,4.447
bed1,802,3.158,200.977,4.451
bed1,803,3.278,201.036,4.458
bed1,804,3.401,201.090,4.462
bed1,805,3.515,201.146,4.468
bed1,806,3.613,201.188,4.471
bed1,807,3.759,201.235,4.470
bed1,808,3.870,201.303,4.481
bed1,809,4.098,201.396,4.487
bed1,810,4.472,201.542,4.494
bed1,811,4.586,201.598,4.500
bed1,812,4.690,201.639,4.502
bed1,813,5.427,201.950,4.524
bed1,814,5.545,201.990,4.522
bed1,815,5.904,202.136,4.522
bed1,816,6.136,202.239,4.525
bed1,817,6.253,202.293,4.526
bed1,818,6.487,202.392,4.520
bed1,819,6.615,202.445,4.517
bed1,820,6.738,202.492,4.512
bed1,821,6.854,202.551,4.512
bed1,822,6.979,202.594,4.506
bed1,823,7.089,202.667,4.511
bed1,824,7.332,202.754,4.500
bed1,825,7.796,202.977,4.495
bed1,826,8.151,203.131,4.481
bed1,827,8.279,203.176,4.473
bed1,828,8.387,203.234,4.473
bed1,829,8.502,203.290,4.470
bed1,830,8.979,203.507,4.455
bed1,831,9.102,203.557,4.449
bed1,832,9.214,203.602,4.444
bed1,833,9.452,203.706,4.435
bed1,834,9.585,203.760,4.428
bed1,835,9.693,203.810,4.425
bed1,836,9.816,203.859,4.419
bed1,837,10.047,203.972,4.415
bed1,838,10.167,204.032,4.413
bed1,839,10.421,204.122,4.396
bed1,840,10.519,204.177,4.397
bed1,841,10.637,204.222,4.390
bed1,842,10.988,204.385,4.375
bed1,843,11.107,204.457,4.375
bed1,844,11.461,204.595,4.350
bed1,845,11.569,204.672,4.352
bed1,846,11.713,204.710,4.334
bed1,847,11.799,204.775,4.336
bed1,848,11.937,204.806,4.318
bed1,849,12.171,204.923,4.306
bed1,850,12.291,204.970,4.295
bed1,851,12.427,205.016,4.282
bed1,852,12.646,205.144,4.277
bed1,853,13.128,205.333,4.238
bed1,854,13.242,205.408,4.238
bed1,855,13.355,205.459,4.231
bed1,856,13.483,205.489,4.215
bed1,857,13.602,205.550,4.210
bed1,858,13.956,205.726,4.193
bed1,859,14.085,205.763,4.179
bed1,860,14.196,205.846,4.182
bed1,861,14.308,205.866,4.167
bed1,862,14.786,206.100,4.142
bed1,863,14.898,206.153,4.137
bed1,864,15.254,206.293,4.107
bed1,865,15.350,206.345,4.102
bed1,866,15.489,206.402,4.090
bed1,867,15.732,206.516,4.074
bed1,868,15.837,206.564,4.066
bed1,869,16.079,206.688,4.050
bed1,870,16.309,206.801,4.033
bed1,871,16.530,206.884,4.011
bed1,872,16.778,207.009,3.994
bed1,873,16.900,207.050,3.980
bed1,874,17.248,207.196,3.949
bed1,875,17.357,207.270,3.946
bed1,876,17.611,207.374,3.923
bed1,877,17.712,207.437,3.919
bed1,878,17.839,207.469,3.902
bed1,879,18.066,207.591,3.888
bed1,880,18.178,207.627,3.875
bed1,881,18.288,207.700,3.872
bed1,882,18.425,207.739,3.855
bed1,883,18.540,207.817,3.852
bed1,884,18.662,207.863,3.840
bed1,885,19.134,208.057,3.801
bed1,886,19.253,208.120,3.795
bed1,887,19.366,208.178,3.789
bed1,888,19.487,208.224,3.778
bed1,889,19.714,208.346,3.768
bed1,890,19.842,208.406,3.759
bed1,891,20.187,208.562,3.735
bed1,892,20.321,208.594,3.720
bed1,893,20.440,208.671,3.719
bed1,894,20.555,208.733,3.715
bed1,895,20.679,208.782,3.706
bed1,896,20.928,208.869,3.686
bed1,897,21.032,208.943,3.687
bed1,898,21.271,209.043,3.671
bed1,899,21.385,209.098,3.666
bed1,900,21.504,209.158,3.661
bed1,901,21.743,209.265,3.648
bed1,902,22.221,209.466,3.617
bed1,903,22.443,209.579,3.608
bed1,904,22.816,209.729,3.583
bed1,905,22.929,209.796,3.581
bed1,906,23.051,209.834,3.569
bed1,907,23.157,209.907,3.570
bed1,908,23.309,209.958,3.561
bed1,909,23.427,210.013,3.559
bed1,910,24.039,210.285,3.546
bed1,911,24.159,210.326,3.541
bed1,912,24.278,210.386,3.542
bed1,913,24.625,210.533,3.536
bed1,914,24.760,210.609,3.539
bed1,915,24.872,210.663,3.539
bed1,916,24.988,210.704,3.534
bed1,917,25.106,210.752,3.531
bed1,918,25.219,210.817,3.534
bed1,919,25.337,210.854,3.529
bed1,920,25.575,210.988,3.536
bed1,921,25.821,211.090,3.533
bed1,922,25.953,211.110,3.521
bed1,923,26.076,211.150,3.517
bed1,924,26.540,211.392,3.529
bed1,925,26.676,211.445,3.528
bed1,926,26.793,211.498,3.529
bed1,927,26.899,211.544,3.530
bed1,928,27.026,211.597,3.530
bed1,929,27.139,211.652,3.532
bed1,930,27.252,211.718,3.538
bed1,931,27.615,211.868,3.538
bed1,932,27.729,211.921,3.539
bed1,933,27.856,211.978,3.540
bed1,934,28.103,212.074,3.538
bed1,935,28.332,212.163,3.536
bed1,936,28.481,212.228,3.537
bed1,937,28.703,212.321,3.541
bed1,938,28.814,212.373,3.544
bed1,939,28.941,212.446,3.553
bed1,940,29.052,212.469,3.547
bed1,941,29.412,212.630,3.557
bed1,942,29.540,212.687,3.561
bed1,943,29.677,212.743,3.564
bed1,944,29.776,212.785,3.566
bed1,945,30.022,212.895,3.573
bed1,946,30.139,212.948,3.577
bed1,947,30.274,212.996,3.577
bed1,948,30.376,213.024,3.574
bed1,949,30.498,213.097,3.584
bed1,950,30.615,213.150,3.588
bed1,951,30.742,213.206,3.592
bed1,952,30.869,213.242,3.588
bed1,953,30.972,213.304,3.597
bed1,954,31.329,213.455,3.605
bed1,955,31.463,213.515,3.609
bed1,956,31.692,213.609,3.614
bed1,957,31.821,213.651,3.613
bed1,958,31.944,213.696,3.614
bed1,959,32.290,213.867,3.631
bed1,960,32.539,213.960,3.634
bed1,961,32.649,214.016,3.640
bed1,962,32.770,214.068,3.644
bed1,963,32.884,214.114,3.646
bed1,964,33.019,214.171,3.650
bed1,965,33.135,214.223,3.654
bed1,966,33.248,214.270,3.657
bed1,967,33.372,214.327,3.663
bed1,968,33.489,214.343,3.654
bed1,969,33.627,214.400,3.657
bed1,970,33.739,214.464,3.666
bed1,971,33.850,214.519,3.672
bed1,972,33.976,214.574,3.676
bed1,973,34.087,214.604,3.674
bed1,974,34.228,214.677,3.682
bed1,975,34.326,214.714,3.684
bed1,976,34.445,214.763,3.686
bed1,977,34.582,214.817,3.689
bed1,978,34.808,214.903,3.692
bed1,979,34.943,214.974,3.700
bed1,980,-10.798,195.452,4.520
bed1,981,-10.418,195.600,4.495
bed1,982,-10.196,195.717,4.489
bed1,983,-10.070,195.764,4.480
bed1,984,-9.946,195.824,4.475
bed1,985,-9.825,195.879,4.470
bed1,986,-9.723,195.930,4.466
bed1,987,-9.597,195.972,4.456
bed1,988,-9.488,196.039,4.456
bed1,989,-9.247,196.151,4.445
bed1,990,-9.125,196.193,4.435
bed1,991,-9.005,196.245,4.429
bed1,992,-8.755,196.350,4.419
bed1,993,-8.651,196.421,4.424
bed1,994,-8.544,196.494,4.427
bed1,995,-8.167,196.654,4.407
bed1,996,-7.809,196.809,4.397
bed1,997,-7.691,196.861,4.394
bed1,998,-7.443,196.972,4.388
bed1,999,-7.071,197.125,4.386
bed1,1000,-6.954,197.154,4.380
bed1,1001,-6.592,197.316,4.386
bed1,1002,-6.483,197.372,4.390
bed1,1003,-6.237,197.467,4.389
bed1,1004,-5.995,197.576,4.393
bed1,1005,-5.873,197.620,4.392
bed1,1006,-5.759,197.668,4.393
bed1,1007,-5.647,197.728,4.397
bed1,1008,-5.273,197.882,4.400
bed1,1009,-5.178,197.926,4.402
bed1,1010,-4.922,198.024,4.400
bed1,1011,-4.435,198.227,4.404
bed1,1012,-4.323,198.265,4.401
bed1,1013,-4.212,198.324,4.406
bed1,1014,-3.715,198.535,4.411
bed1,1015,-3.594,198.585,4.412
bed1,1016,-3.356,198.677,4.411
bed1,1017,-3.127,198.779,4.415
bed1,1018,-3.002,198.826,4.414
bed1,1019,-2.638,198.987,4.420
bed1,1020,-2.150,199.193,4.425
bed1,1021,-2.048,199.246,4.429
bed1,1022,-1.804,199.347,4.432
bed1,1023,-1.682,199.395,4.433
bed1,1024,-1.554,199.440,4.432
bed1,1025,-1.308,199.544,4.439
bed1,1026,-1.195,199.590,4.442
bed1,1027,-1.083,199.658,4.453
bed1,1028,-0.962,199.711,4.456
bed1,1029,-0.841,199.765,4.460
bed1,1030,-0.595,199.850,4.461
bed1,1031,-0.497,199.904,4.469
bed1,1032,-0.371,199.968,4.478
bed1,1033,-0.244,200.004,4.476
bed1,1034,-0.121,200.052,4.480
bed1,1035,0.004,200.110,4.487
bed1,1036,0.228,200.213,4.499
bed1,1037,0.359,200.273,4.506
bed1,1038,0.466,200.314,4.508
bed1,1039,0.596,200.367,4.513
bed1,1040,0.723,200.399,4.510
bed1,1041,1.198,200.593,4.527
bed1,1042,1.313,200.661,4.538
bed1,1043,1.448,200.703,4.539
bed1,1044,1.703,200.807,4.547
bed1,1045,1.793,200.858,4.556
bed1,1046,1.924,200.894,4.554
bed1,1047,2.039,200.953,4.562
bed1,1048,2.156,201.017,4.572
bed1,1049,2.285,201.063,4.574
bed1,1050,2.419,201.101,4.573
bed1,1051,2.527,201.161,4.582
bed1,1052,2.629,201.212,4.589
bed1,1053,2.764,201.258,4.591
bed1,1054,2.981,201.344,4.597
bed1,1055,3.112,201.401,4.603
bed1,1056,3.231,201.463,4.612
bed1,1057,3.951,201.759,4.634
bed1,1058,4.059,201.799,4.636
bed1,1059,4.185,201.859,4.642
bed1,1060,4.443,201.954,4.644
bed1,1061,4.564,201.995,4.644
bed1,1062,4.665,202.061,4.656
bed1,1063,4.786,202.107,4.657
bed1,1064,4.912,202.166,4.663
bed1,1065,5.146,202.256,4.667
bed1,1066,5.265,202.314,4.673
bed1,1067,5.586,202.454,4.669
bed1,1068,5.867,202.551,4.659
bed1,1069,6.083,202.663,4.662
bed1,1070,6.209,202.698,4.654
bed1,1071,6.317,202.763,4.657
bed1,1072,6.444,202.829,4.658
bed1,1073,6.563,202.858,4.648
bed1,1074,6.692,202.921,4.648
bed1,1075,6.937,203.009,4.637
bed1,1076,7.168,203.138,4.641
bed1,1077,7.302,203.193,4.637
bed1,1078,7.413,203.229,4.631
bed1,1079,7.528,203.291,4.632
bed1,1080,7.651,203.357,4.633
bed1,1081,7.761,203.384,4.625
bed1,1082,7.863,203.455,4.630
bed1,1083,8.590,203.776,4.612
bed1,1084,8.827,203.871,4.601
bed1,1085,8.939,203.909,4.593
bed1,1086,9.293,204.079,4.585
bed1,1087,9.772,204.296,4.569
bed1,1088,10.016,204.401,4.560
bed1,1089,10.141,204.459,4.556
bed1,1090,10.246,204.504,4.552
bed1,1091,10.368,204.546,4.544
bed1,1092,10.836,204.756,4.524
bed1,1093,10.961,204.820,4.521
bed1,1094,11.192,204.926,4.511
bed1,1095,11.313,204.982,4.503
bed1,1096,11.430,205.042,4.498
bed1,1097,11.553,205.088,4.487
bed1,1098,11.653,205.136,4.481
bed1,1099,11.777,205.204,4.477
bed1,1100,11.896,205.254,4.467
bed1,1101,12.135,205.359,4.451
bed1,1102,12.254,205.416,4.444
bed1,1103,12.360,205.458,4.435
bed1,1104,12.508,205.518,4.423
bed1,1105,12.951,205.721,4.394
bed1,1106,13.072,205.786,4.390
bed1,1107,13.191,205.829,4.378
bed1,1108,13.433,205.944,4.364
bed1,1109,13.653,206.048,4.351
bed1,1110,13.781,206.114,4.345
bed1,1111,13.909,206.145,4.328
bed1,1112,14.007,206.205,4.326
bed1,1113,14.383,206.379,4.303
bed1,1114,14.505,206.436,4.296
bed1,1115,14.713,206.538,4.285
bed1,1116,14.848,206.596,4.275
bed1,1117,15.419,206.848,4.227
bed1,1118,15.554,206.923,4.220
bed1,1119,15.655,206.956,4.208
bed1,1120,15.892,207.085,4.193
bed1,1121,16.020,207.122,4.176
bed1,1122,16.486,207.334,4.137
bed1,1123,16.589,207.388,4.129
bed1,1124,16.733,207.434,4.111
bed1,1125,16.848,207.491,4.103
bed1,1126,16.961,207.551,4.097
bed1,1127,17.207,207.659,4.075
bed1,1128,17.541,207.805,4.044
bed1,1129,17.669,207.861,4.033
bed1,1130,17.808,207.905,4.017
bed1,1131,17.905,207.977,4.016
bed1,1132,18.371,208.166,3.973
bed1,1133,18.498,208.220,3.962
bed1,1134,18.614,208.286,3.956
bed1,1135,18.726,208.340,3.948
bed1,1136,18.860,208.404,3.939
bed1,1137,18.987,208.450,3.926
bed1,1138,19.196,208.565,3.916
bed1,1139,19.457,208.671,3.896
bed1,1140,19.583,208.719,3.886
bed1,1141,19.697,208.800,3.887
bed1,1142,19.791,208.841,3.881
bed1,1143,19.922,208.871,3.865
bed1,1144,20.035,208.954,3.866
bed1,1145,20.165,208.995,3.854
bed1,1146,20.402,209.097,3.839
bed1,1147,20.507,209.152,3.835
bed1,1148,20.643,209.204,3.825
bed1,1149,20.772,209.263,3.819
bed1,1150,20.983,209.377,3.812
bed1,1151,21.212,209.481,3.799
bed1,1152,21.353,209.520,3.785
bed1,1153,21.470,209.589,3.783
bed1,1154,21.812,209.757,3.768
bed1,1155,22.414,210.009,3.729
bed1,1156,22.651,210.129,3.719
bed1,1157,22.882,210.225,3.704
bed1,1158,23.005,210.274,3.696
bed1,1159,23.153,210.358,3.696
bed1,1160,23.277,210.387,3.686
bed1,1161,23.615,210.552,3.681
bed1,1162,23.869,210.652,3.672
bed1,1163,24.000,210.707,3.669
bed1,1164,24.118,210.746,3.664
bed1,1165,24.242,210.808,3.665
bed1,1166,24.722,211.018,3.661
bed1,1167,24.939,211.149,3.672
bed1,1168,25.065,211.206,3.671
bed1,1169,25.297,211.297,3.666
bed1,1170,25.433,211.363,3.668
bed1,1171,25.539,211.422,3.673
bed1,1172,25.672,211.463,3.668
bed1,1173,25.789,211.513,3.668
bed1,1174,26.027,211.624,3.672
bed1,1175,26.392,211.765,3.668
bed1,1176,26.497,211.836,3.677
bed1,1177,26.619,211.876,3.673
bed1,1178,26.732,211.926,3.674
bed1,1179,26.980,212.021,3.671
bed1,1180,27.225,212.131,3.674
bed1,1181,27.334,212.165,3.670
bed1,1182,27.451,212.233,3.676
bed1,1183,27.581,212.302,3.681
bed1,1184,27.699,212.343,3.678
bed1,1185,27.819,212.379,3.674
bed1,1186,27.920,212.433,3.678
bed1,1187,28.070,212.484,3.675
bed1,1188,28.171,212.559,3.685
bed1,1189,28.445,212.644,3.678
bed1,1190,28.547,212.715,3.689
bed1,1191,28.656,212.750,3.688
bed1,1192,28.895,212.856,3.695
bed1,1193,29.027,212.905,3.696
bed1,1194,29.160,212.955,3.697
bed1,1195,29.257,213.001,3.701
bed1,1196,29.518,213.105,3.704
bed1,1197,29.752,213.224,3.716
bed1,1198,29.882,213.277,3.718
bed1,1199,29.979,213.324,3.723
bed1,1200,30.461,213.521,3.731
bed1,1201,30.707,213.627,3.738
bed1,1202,30.823,213.674,3.741
bed1,1203,30.949,213.728,3.745
bed1,1204,31.194,213.810,3.743
bed1,1205,31.303,213.885,3.756
bed1,1206,31.534,213.971,3.758
bed1,1207,31.774,214.069,3.764
bed1,1208,31.911,214.132,3.769
bed1,1209,32.020,214.187,3.775
bed1,1210,32.144,214.225,3.774
bed1,1211,32.252,214.280,3.780
bed1,1212,32.383,214.328,3.781
bed1,1213,32.502,214.387,3.788
bed1,1214,32.622,214.439,3.792
bed1,1215,32.745,214.475,3.790
bed1,1216,32.870,214.543,3.798
bed1,1217,33.346,214.733,3.808
bed1,1218,33.820,214.929,3.819
bed1,1219,33.942,214.993,3.827
bed1,1220,34.066,215.032,3.826
bed1,1221,34.170,215.077,3.829
bed1,1222,34.291,215.129,3.833
bed1,1223,34.538,215.236,3.841
bed1,1224,34.771,215.333,3.846
bed1,1225,-11.054,195.769,4.662
bed1,1226,-10.932,195.837,4.660
bed1,1227,-10.822,195.873,4.651
bed1,1228,-10.583,195.967,4.635
bed1,1229,-10.472,196.039,4.636
bed1,1230,-10.232,196.139,4.622
bed1,1231,-9.981,196.244,4.608
bed1,1232,-9.880,196.303,4.607
bed1,1233,-9.726,196.347,4.595
bed1,1234,-9.631,196.406,4.598
bed1,1235,-9.375,196.511,4.590
bed1,1236,-9.278,196.589,4.598
bed1,1237,-9.178,196.649,4.599
bed1,1238,-9.044,196.696,4.589
bed1,1239,-8.800,196.812,4.586
bed1,1240,-8.688,196.871,4.587
bed1,1241,-8.560,196.922,4.582
bed1,1242,-8.457,196.986,4.586
bed1,1243,-8.334,197.031,4.579
bed1,1244,-8.199,197.090,4.576
bed1,1245,-8.096,197.132,4.572
bed1,1246,-7.734,197.280,4.559
bed1,1247,-7.611,197.341,4.559
bed1,1248,-7.252,197.511,4.557
bed1,1249,-7.133,197.543,4.547
bed1,1250,-7.015,197.606,4.549
bed1,1251,-6.878,197.644,4.540
bed1,1252,-6.527,197.793,4.542
bed1,1253,-6.400,197.840,4.540
bed1,1254,-6.290,197.896,4.545
bed1,1255,-6.152,197.949,4.544
bed1,1256,-6.029,198.015,4.549
bed1,1257,-5.676,198.144,4.545
bed1,1258,-5.568,198.211,4.553
bed1,1259,-5.432,198.257,4.550
bed1,1260,-5.189,198.353,4.549
bed1,1261,-5.073,198.396,4.547
bed1,1262,-4.845,198.499,4.551
bed1,1263,-4.609,198.595,4.551
bed1,1264,-4.468,198.678,4.560
bed1,1265,-4.130,198.811,4.559
bed1,1266,-4.002,198.866,4.560
bed1,1267,-3.876,198.917,4.561
bed1,1268,-3.770,198.951,4.557
bed1,1269,-3.644,199.020,4.564
bed1,1270,-3.524,199.063,4.562
bed1,1271,-3.413,199.125,4.568
bed1,1272,-3.290,199.156,4.561
bed1,1273,-3.170,199.226,4.569
bed1,1274,-2.930,199.311,4.565
bed1,1275,-2.699,199.408,4.566
bed1,1276,-2.570,199.468,4.569
bed1,1277,-2.442,199.519,4.569
bed1,1278,-2.319,199.568,4.570
bed1,1279,-1.740,199.833,4.590
bed1,1280,-1.357,199.996,4.601
bed1,1281,-1.121,200.088,4.606
bed1,1282,-0.891,200.183,4.614
bed1,1283,-0.772,200.239,4.619
bed1,1284,-0.633,200.305,4.627
bed1,1285,-0.522,200.344,4.627
bed1,1286,-0.396,200.386,4.627
bed1,1287,0.088,200.575,4.639
bed1,1288,0.559,200.786,4.663
bed1,1289,0.808,200.884,4.670
bed1,1290,0.914,200.936,4.677
bed1,1291,1.134,201.029,4.686
bed1,1292,1.279,201.077,4.687
bed1,1293,1.407,201.138,4.694
bed1,1294,1.523,201.175,4.695
bed1,1295,1.642,201.222,4.698
bed1,1296,1.771,201.291,4.708
bed1,1297,1.878,201.338,4.713
bed1,1298,2.004,201.388,4.717
bed1,1299,2.232,201.479,4.724
bed1,1300,2.963,201.770,4.747
bed1,1301,3.083,201.825,4.754
bed1,1302,3.197,201.877,4.760
bed1,1303,3.324,201.944,4.769
bed1,1304,3.436,201.974,4.768
bed1,1305,3.687,202.070,4.774
bed1,1306,3.795,202.139,4.786
bed1,1307,4.148,202.287,4.798
bed1,1308,4.269,202.324,4.798
bed1,1309,4.614,202.475,4.806
bed1,1310,4.744,202.535,4.810
bed1,1311,4.983,202.625,4.810
bed1,1312,5.105,202.674,4.812
bed1,1313,5.332,202.777,4.810
bed1,1314,5.811,202.995,4.803
bed1,1315,5.929,203.038,4.798
bed1,1316,6.045,203.086,4.795
bed1,1317,6.302,203.199,4.790
bed1,1318,6.412,203.248,4.788
bed1,1319,6.649,203.353,4.784
bed1,1320,6.999,203.498,4.774
bed1,1321,7.234,203.591,4.767
bed1,1322,7.363,203.656,4.767
bed1,1323,7.468,203.723,4.771
bed1,1324,7.588,203.755,4.762
bed1,1325,7.714,203.805,4.758
bed1,1326,7.953,203.910,4.753
bed1,1327,8.201,204.024,4.750
bed1,1328,8.303,204.068,4.748
bed1,1329,8.441,204.105,4.738
bed1,1330,8.671,204.218,4.737
bed1,1331,9.026,204.395,4.734
bed1,1332,9.144,204.444,4.729
bed1,1333,9.253,204.500,4.728
bed1,1334,9.731,204.715,4.713
bed1,1335,10.100,204.878,4.700
bed1,1336,10.202,204.919,4.695
bed1,1337,10.575,205.094,4.682
bed1,1338,10.803,205.192,4.671
bed1,1339,11.036,205.296,4.661
bed1,1340,11.155,205.343,4.651
bed1,1341,11.500,205.496,4.627
bed1,1342,11.736,205.616,4.616
bed1,1343,11.977,205.725,4.600
bed1,1344,12.103,205.777,4.590
bed1,1345,12.217,205.829,4.583
bed1,1346,12.443,205.942,4.571
bed1,1347,12.567,205.992,4.561
bed1,1348,12.691,206.044,4.551
bed1,1349,12.799,206.111,4.550
bed1,1350,12.928,206.156,4.537
bed1,1351,13.159,206.275,4.526
bed1,1352,13.260,206.317,4.518
bed1,1353,13.387,206.375,4.510
bed1,1354,13.509,206.430,4.502
bed1,1355,13.858,206.583,4.479
bed1,1356,13.976,206.643,4.473
bed1,1357,14.089,206.687,4.464
bed1,1358,14.203,206.754,4.461
bed1,1359,14.696,206.971,4.428
bed1,1360,15.275,207.236,4.382
bed1,1361,15.601,207.407,4.362
bed1,1362,15.725,207.450,4.346
bed1,1363,15.857,207.520,4.337
bed1,1364,15.974,207.564,4.323
bed1,1365,16.074,207.617,4.317
bed1,1366,16.197,207.672,4.305
bed1,1367,16.306,207.722,4.295
bed1,1368,16.432,207.778,4.283
bed1,1369,16.773,207.933,4.253
bed1,1370,17.014,208.045,4.231
bed1,1371,17.260,208.161,4.210
bed1,1372,17.371,208.224,4.204
bed1,1373,17.473,208.267,4.194
bed1,1374,17.620,208.319,4.176
bed1,1375,18.075,208.515,4.132
bed1,1376,18.327,208.642,4.113
bed1,1377,18.435,208.689,4.104
bed1,1378,18.563,208.737,4.091
bed1,1379,18.679,208.791,4.081
bed1,1380,18.788,208.853,4.077
bed1,1381,19.029,208.955,4.055
bed1,1382,19.267,209.052,4.035
bed1,1383,19.398,209.122,4.029
bed1,1384,19.511,209.163,4.019
bed1,1385,19.621,209.220,4.013
bed1,1386,19.752,209.278,4.004
bed1,1387,19.883,209.313,3.989
bed1,1388,20.114,209.434,3.980
bed1,1389,20.347,209.530,3.965
bed1,1390,20.469,209.590,3.960
bed1,1391,20.596,209.642,3.951
bed1,1392,20.696,209.692,3.947
bed1,1393,20.826,209.732,3.935
bed1,1394,20.936,209.803,3.935
bed1,1395,21.535,210.072,3.901
bed1,1396,21.662,210.123,3.892
bed1,1397,21.768,210.169,3.886
bed1,1398,21.897,210.226,3.878
bed1,1399,22.009,210.282,3.874
bed1,1400,22.122,210.316,3.863
bed1,1401,22.368,210.438,3.852
bed1,1402,22.477,210.485,3.846
bed1,1403,22.719,210.599,3.833
bed1,1404,23.110,210.769,3.817
bed1,1405,23.226,210.807,3.810
bed1,1406,23.324,210.880,3.815
bed1,1407,23.575,210.962,3.800
bed1,1408,23.735,211.034,3.798
bed1,1409,24.081,211.197,3.801
bed1,1410,24.442,211.349,3.797
bed1,1411,24.552,211.414,3.803
bed1,1412,24.681,211.468,3.803
bed1,1413,24.799,211.522,3.804
bed1,1414,24.921,211.568,3.803
bed1,1415,25.020,211.627,3.808
bed1,1416,25.263,211.732,3.809
bed1,1417,26.102,212.096,3.813
bed1,1418,26.210,212.148,3.815
bed1,1419,26.350,212.206,3.814
bed1,1420,26.462,212.250,3.814
bed1,1421,26.593,212.290,3.809
bed1,1422,26.934,212.448,3.814
bed1,1423,27.069,212.511,3.816
bed1,1424,27.182,212.546,3.812
bed1,1425,27.307,212.600,3.812
bed1,1426,27.549,212.712,3.817
bed1,1427,27.661,212.766,3.820
bed1,1428,27.773,212.807,3.819
bed1,1429,27.905,212.864,3.820
bed1,1430,28.018,212.910,3.821
bed1,1431,28.140,212.981,3.828
bed1,1432,28.387,213.078,3.831
bed1,1433,28.514,213.116,3.828
bed1,1434,28.737,213.226,3.838
bed1,1435,28.848,213.276,3.842
bed1,1436,28.982,213.323,3.841
bed1,1437,29.118,213.378,3.844
bed1,1438,29.352,213.493,3.855
bed1,1439,29.585,213.581,3.856
bed1,1440,29.712,213.637,3.860
bed1,1441,29.839,213.685,3.862
bed1,1442,30.189,213.842,3.875
bed1,1443,30.287,213.885,3.878
bed1,1444,30.659,214.029,3.884
bed1,1445,30.903,214.145,3.895
bed1,1446,31.144,214.245,3.901
bed1,1447,31.251,214.290,3.904
bed1,1448,31.630,214.447,3.913
bed1,1449,31.856,214.544,3.920
bed1,1450,31.978,214.602,3.926
bed1,1451,32.580,214.858,3.943
bed1,1452,32.699,214.879,3.936
bed1,1453,32.815,214.955,3.949
bed1,1454,33.182,215.099,3.955
bed1,1455,33.292,215.158,3.963
bed1,1456,33.425,215.213,3.966
bed1,1457,33.542,215.258,3.968
bed1,1458,33.674,215.295,3.965
bed1,1459,33.777,215.345,3.970
bed1,1460,33.906,215.410,3.977
bed1,1461,34.011,215.456,3.981
bed1,1462,34.118,215.499,3.983
bed1,1463,34.373,215.600,3.988
bed1,1464,34.490,215.661,3.995
bed1,1465,34.608,215.710,3.998
bed1,1466,-11.242,196.176,4.828
bed1,1467,-11.127,196.220,4.820
bed1,1468,-11.003,196.275,4.813
bed1,1469,-10.742,196.397,4.802
bed1,1470,-10.504,196.509,4.800
bed1,1471,-10.168,196.657,4.791
bed1,1472,-10.044,196.695,4.782
bed1,1473,-9.925,196.749,4.780
bed1,1474,-9.685,196.862,4.777
bed1,1475,-9.555,196.925,4.776
bed1,1476,-9.432,196.958,4.765
bed1,1477,-9.322,197.025,4.769
bed1,1478,-9.207,197.069,4.764
bed1,1479,-9.082,197.141,4.767
bed1,1480,-8.975,197.188,4.765
bed1,1481,-8.848,197.232,4.757
bed1,1482,-8.722,197.295,4.757
bed1,1483,-8.475,197.394,4.747
bed1,1484,-8.373,197.450,4.748
bed1,1485,-8.257,197.477,4.737
bed1,1486,-8.015,197.602,4.738
bed1,1487,-7.905,197.650,4.735
bed1,1488,-7.427,197.855,4.721
bed1,1489,-7.190,197.967,4.718
bed1,1490,-7.060,198.026,4.716
bed1,1491,-6.815,198.110,4.702
bed1,1492,-6.687,198.170,4.703
bed1,1493,-6.443,198.264,4.697
bed1,1494,-6.322,198.300,4.691
bed1,1495,-6.081,198.411,4.695
bed1,1496,-5.850,198.504,4.695
bed1,1497,-5.716,198.574,4.700
bed1,1498,-5.609,198.615,4.699
bed1,1499,-5.483,198.671,4.701
bed1,1500,-5.120,198.828,4.705
bed1,1501,-5.003,198.876,4.705
bed1,1502,-4.871,198.929,4.705
bed1,1503,-4.764,198.982,4.708
